country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,year,month,day,month_ab,month_name
Philippines,PHL,2021-11-15,70677771.0,,,963777.0,818629.0,63.65,,,7372.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2021,11,15,Nov,November
Nepal,NPL,2021-12-27,,,,,219116.0,,,,7384.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report,2021,12,27,Dec,December
Fiji,FJI,2021-10-13,,,,,5389.0,,,,5969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,10,13,Oct,October
Saint Vincent and the Grenadines,VCT,2021-07-13,,,,,6.0,,,,54.0,Oxford/AstraZeneca,Ministry of Health,https://web.facebook.com/SVGHEALTH/posts/437021804887233,2021,7,13,Jul,July
Liechtenstein,LIE,2021-01-11,7.0,7.0,,1.0,1.0,0.02,0.02,,26.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,1,11,Jan,January
Sweden,SWE,2021-12-17,,,,,73802.0,,,,7264.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/,2021,12,17,Dec,December
Mauritania,MRT,2021-08-12,242626.0,221081.0,21545.0,,2661.0,5.08,4.63,0.45,557.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,8,12,Aug,August
Guyana,GUY,2022-01-26,,,,,2009.0,,,,2542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022,1,26,Jan,January
Mongolia,MNG,2022-03-01,,,,,810.0,,,,243.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/,2022,3,1,Mar,March
Oman,OMN,2022-02-16,,,,,10122.0,,,,1938.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022,2,16,Feb,February
Spain,ESP,2021-09-06,67385522.0,36889887.0,34418544.0,194815.0,244644.0,144.15,78.92,73.63,5234.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2021,9,6,Sep,September
French Polynesia,PYF,2021-11-27,,,,,448.0,,,,1586.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,11,27,Nov,November
Bahamas,BHS,2021-07-25,,,,,450.0,,,,1134.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,7,25,Jul,July
Tonga,TON,2021-11-26,,,,,971.0,,,,9095.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,11,26,Nov,November
Belgium,BEL,2021-06-21,9928581.0,6520023.0,3630277.0,119316.0,142661.0,85.35,56.05,31.21,12264.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/,2021,6,21,Jun,June
Isle of Man,IMN,2021-05-29,89507.0,61315.0,28192.0,430.0,1093.0,104.8,71.79,33.01,12797.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,2021,5,29,May,May
Brazil,BRA,2021-03-21,15980363.0,11818482.0,4161881.0,96675.0,384814.0,7.47,5.52,1.94,1798.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io,2021,3,21,Mar,March
Israel,ISR,2022-02-21,18006172.0,6699680.0,6120660.0,2574.0,3346.0,193.8,72.11,65.88,360.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,2022,2,21,Feb,February
Mauritania,MRT,2021-12-17,1824139.0,1112438.0,711701.0,3777.0,3117.0,38.2,23.3,14.9,653.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,12,17,Dec,December
Canada,CAN,2021-12-30,68427384.0,31706089.0,29402591.0,342391.0,242240.0,179.75,83.29,77.24,6363.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html,2021,12,30,Dec,December
Uruguay,URY,2021-12-25,6943311.0,2755974.0,2676623.0,2.0,4582.0,199.23,79.08,76.8,1315.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/,2021,12,25,Dec,December
Rwanda,RWA,2022-01-18,,,,,127901.0,,,,9634.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022,1,18,Jan,January
Mauritius,MUS,2021-11-13,,,,,1903.0,,,,1494.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,11,13,Nov,November
New Caledonia,NCL,2022-03-08,,,,,50.0,,,,173.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022,3,8,Mar,March
Myanmar,MMR,2021-03-22,,,,,12222.0,,,,223.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,3,22,Mar,March
Yemen,YEM,2021-12-29,,,,,1926.0,,,,63.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/,2021,12,29,Dec,December
Syria,SYR,2022-02-13,,,,,2832.0,,,,155.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2022,2,13,Feb,February
Sweden,SWE,2021-03-23,,,,,25970.0,,,,2556.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/,2021,3,23,Mar,March
Canada,CAN,2021-10-17,57652265.0,29544522.0,27729050.0,46166.0,75629.0,151.45,77.61,72.84,1987.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html,2021,10,17,Oct,October
China,CHN,2022-03-04,3152419000.0,,,5412000.0,5399571.0,218.28,,,3739.0,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202203/d81d339daf694f97952f10d9d8604143.shtml,2022,3,4,Mar,March
United Kingdom,GBR,2021-10-29,103176238.0,49923871.0,45673501.0,348474.0,336808.0,151.27,73.19,66.96,4938.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,10,29,Oct,October
Spain,ESP,2022-03-02,92726740.0,41079854.0,39083122.0,47064.0,50705.0,198.37,87.88,83.61,1085.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2022,3,2,Mar,March
Turkmenistan,TKM,2021-07-13,,,,,41369.0,,,,6762.0,"EpiVacCorona, Oxford/AstraZeneca, QazVac, Sinopharm/Beijing, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/,2021,7,13,Jul,July
Morocco,MAR,2021-05-06,,,,,65648.0,,,,1758.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,5,6,May,May
Democratic Republic of Congo,COD,2021-05-31,23197.0,23197.0,,,713.0,0.03,0.03,,8.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,5,31,May,May
Maldives,MDV,2021-02-28,111415.0,111415.0,,5923.0,5200.0,20.5,20.5,,9566.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2021,2,28,Feb,February
Uzbekistan,UZB,2021-04-04,,,,,5833.0,,,,172.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/,2021,4,4,Apr,April
South Sudan,SSD,2021-04-19,,,,,136.0,,,,12.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2021,4,19,Apr,April
Slovenia,SVN,2021-07-22,1650130.0,912743.0,809019.0,10923.0,6143.0,79.38,43.91,38.92,2955.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats,2021,7,22,Jul,July
Romania,ROU,2021-10-04,10424425.0,,5434368.0,52897.0,50938.0,54.5,,28.41,2663.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/,2021,10,4,Oct,October
Qatar,QAT,2021-05-12,1911663.0,1149854.0,761809.0,35485.0,29964.0,65.23,39.24,26.0,10225.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,2021,5,12,May,May
Libya,LBY,2021-10-14,1739046.0,1442286.0,296760.0,,10423.0,24.99,20.73,4.26,1498.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2021,10,14,Oct,October
Isle of Man,IMN,2021-08-18,,,,,7.0,,,,82.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,2021,8,18,Aug,August
Samoa,WSM,2021-06-17,,,,,426.0,,,,2128.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,6,17,Jun,June
Northern Cyprus,OWID_CYN,2021-03-25,97969.0,53886.0,44083.0,,1403.0,25.63,14.1,11.53,3671.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021,3,25,Mar,March
Montenegro,MNE,2022-01-18,647182.0,285826.0,276071.0,969.0,779.0,103.05,45.51,43.96,1240.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/,2022,1,18,Jan,January
El Salvador,SLV,2021-04-20,622912.0,,,75346.0,44588.0,9.56,,,6840.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/,2021,4,20,Apr,April
Belize,BLZ,2021-09-20,289451.0,184603.0,104848.0,,4569.0,71.48,45.59,25.89,11284.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,9,20,Sep,September
Mozambique,MOZ,2021-09-19,,,,,59949.0,,,,1864.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,9,19,Sep,September
Kiribati,KIR,2022-03-13,,,,,463.0,,,,3814.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022,3,13,Mar,March
Cook Islands,COK,2021-05-25,4363.0,4363.0,,,,24.83,24.83,,,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,5,25,May,May
Hong Kong,HKG,2022-03-13,14084125.0,6410308.0,5411004.0,51527.0,73279.0,186.48,84.87,71.64,9702.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,2022,3,13,Mar,March
Ghana,GHA,2021-09-13,,,,,5590.0,,,,176.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,9,13,Sep,September
Chile,CHL,2021-03-11,6190640.0,4645387.0,1545253.0,417209.0,269423.0,32.22,24.18,8.04,14023.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19,2021,3,11,Mar,March
Equatorial Guinea,GNQ,2021-05-03,,,,,4519.0,,,,3117.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/,2021,5,3,May,May
Iraq,IRQ,2021-09-26,7608508.0,4676216.0,2932292.0,,59845.0,18.48,11.36,7.12,1453.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,9,26,Sep,September
Germany,DEU,2022-03-22,171622384.0,63635720.0,63074286.0,69092.0,56592.0,204.55,75.85,75.18,675.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2022,3,22,Mar,March
Myanmar,MMR,2021-06-17,,,,,5075.0,,,,93.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,6,17,Jun,June
Maldives,MDV,2021-10-23,748413.0,394049.0,354364.0,,509.0,137.67,72.49,65.19,936.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2021,10,23,Oct,October
Fiji,FJI,2021-12-28,,,,,384.0,,,,425.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,28,Dec,December
Norway,NOR,2021-07-31,5455676.0,3619229.0,1835645.0,1274.0,37929.0,99.82,66.22,33.59,6940.0,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data,2021,7,31,Jul,July
Belarus,BLR,2021-11-14,5685092.0,3259591.0,2425501.0,,39351.0,60.21,34.52,25.69,4167.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,14,Nov,November
Madagascar,MDG,2021-11-24,,,,,5354.0,,,,188.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,24,Nov,November
Belarus,BLR,2021-01-27,,,,,403.0,,,,43.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,1,27,Jan,January
Kuwait,KWT,2021-06-02,,,,,11572.0,,,,2673.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,2,Jun,June
United Kingdom,GBR,2022-02-20,139482283.0,52573589.0,48885893.0,34636.0,60435.0,204.5,77.08,71.67,886.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2022,2,20,Feb,February
Somalia,SOM,2022-02-09,,,,,2634.0,,,,161.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/,2022,2,9,Feb,February
Iraq,IRQ,2021-05-15,,,,,7526.0,,,,183.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,5,15,May,May
Bosnia and Herzegovina,BIH,2021-03-10,,,,,574.0,,,,176.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,3,10,Mar,March
Canada,CAN,2021-09-09,54289292.0,28292444.0,25966696.0,97697.0,82032.0,142.61,74.32,68.21,2155.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html,2021,9,9,Sep,September
Bolivia,BOL,2021-11-27,8531575.0,5029355.0,4120695.0,14258.0,27844.0,72.1,42.5,34.82,2353.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via https://www.boligrafica.com/,https://github.com/dquintani/vacunacion/,2021,11,27,Nov,November
Sint Maarten (Dutch part),SXM,2021-10-12,,,,,34.0,,,,783.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,10,12,Oct,October
Singapore,SGP,2021-06-17,4778868.0,2777612.0,2001256.0,53192.0,48030.0,87.63,50.93,36.7,8807.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,6,17,Jun,June
Dominica,DMA,2022-01-15,,,,,40.0,,,,554.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022,1,15,Jan,January
Rwanda,RWA,2021-10-19,,,,,119218.0,,,,8980.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,10,19,Oct,October
Burundi,BDI,2021-11-08,,,,,51.0,,,,4.0,Sinopharm/Beijing,World Health Organization,https://covid19.who.int/,2021,11,8,Nov,November
Vietnam,VNM,2021-07-08,3983800.0,3734268.0,249532.0,22844.0,24290.0,4.06,3.8,0.25,247.0,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.gov.vn/ngay-23-3-so-mac-moi-covid-19-giam-con-127883-ca-tuyen-quang-bo-sung-gan-13000-f0-171220323181603013.htm,2021,7,8,Jul,July
Jamaica,JAM,2021-07-05,,,,,2738.0,,,,921.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/,2021,7,5,Jul,July
Qatar,QAT,2021-01-02,,,,,1351.0,,,,461.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,2021,1,2,Jan,January
Taiwan,TWN,2021-07-06,2740540.0,2691066.0,49474.0,111751.0,105409.0,11.49,11.28,0.21,4419.0,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og,2021,7,6,Jul,July
Turkmenistan,TKM,2021-06-07,,,,,41369.0,,,,6762.0,"EpiVacCorona, Oxford/AstraZeneca, QazVac, Sinopharm/Beijing, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/,2021,6,7,Jun,June
Australia,AUS,2021-11-09,37068049.0,19373942.0,17487181.0,149289.0,154031.0,143.74,75.13,67.81,5973.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/,2021,11,9,Nov,November
Sweden,SWE,2021-03-12,,,,,30410.0,,,,2993.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/,2021,3,12,Mar,March
Suriname,SUR,2021-12-29,,,,,270.0,,,,456.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/,2021,12,29,Dec,December
Liechtenstein,LIE,2022-01-14,67036.0,26447.0,25864.0,501.0,340.0,175.24,69.14,67.61,8888.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2022,1,14,Jan,January
Belarus,BLR,2022-02-26,,,,,28892.0,,,,3060.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022,2,26,Feb,February
Cuba,CUB,2021-10-14,23920914.0,9688764.0,6689090.0,292547.0,224113.0,211.36,85.61,59.1,19802.0,"Abdala, Soberana Plus, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/,2021,10,14,Oct,October
Barbados,BRB,2021-12-07,292896.0,154177.0,138719.0,399.0,364.0,101.8,53.59,48.22,1265.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://gisbarbados.gov.bb/blog/covid-19-update-for-monday-march-28/,2021,12,7,Dec,December
Uganda,UGA,2021-03-15,2841.0,2841.0,,1626.0,474.0,0.01,0.01,,10.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/,2021,3,15,Mar,March
Kosovo,OWID_KOS,2022-01-17,1717379.0,885808.0,796246.0,1156.0,3388.0,96.37,49.71,44.68,1901.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://msh.rks-gov.net/sq/statistikat-covid-19/,2022,1,17,Jan,January
Cameroon,CMR,2021-06-27,,,,,1585.0,,,,58.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,27,Jun,June
Gibraltar,GIB,2021-08-17,78570.0,39396.0,39174.0,,8.0,233.21,116.93,116.27,237.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Gibraltar,https://twitter.com/GibraltarGov/status/1507008369005015050,2021,8,17,Aug,August
United States,USA,2021-05-27,309744054.0,171781341.0,144502528.0,1344119.0,1383700.0,93.29,51.74,43.52,4168.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,2021,5,27,May,May
Turkey,TUR,2021-03-15,11261612.0,7911946.0,3349666.0,269517.0,179947.0,13.24,9.3,3.94,2116.0,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,2021,3,15,Mar,March
Nepal,NPL,2021-10-23,,,,,46266.0,,,,1559.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report,2021,10,23,Oct,October
